source,country,bias,factual_reporting
faithwire.com,usa,right,mixed
fakehatecrimes.org,usa,right,mixed
fedsoc.org,usa,right,mixed
fightthenewdrug.org,usa,right,mixed
firstthings.com,usa,right,mixed
flvoicenews.com,usa,right,mixed
fdd.org,usa,right,mixed
thefreeenterpriseinstitute.org,usa,right,mixed
freerepublic.com,usa,right,mixed
freedomworks.org,usa,right-center,mixed
freespeechunion.org,united kingdom,right,mixed
ff.org,usa,right,mixed
fff.org,usa,right,mixed
getreligion.org,usa,right,mixed
g-a-i.org,usa,right,mixed
grabien.com,usa,right,mixed
greekreporter.com,greece,right,mixed
order-order.com,united kingdom,right,mixed
gunowners.org,usa,right,mixed
heritage.org,usa,right,mixed
hotair.com,usa,right,mixed
hudson.org,usa,right,high
humanevents.com,usa,right,mixed
hurriyet.com.tr,turkey,right,mixed
ibleedredwhiteblue.com,usa,right,mixed
illinoispolicy.org,usa,right,mixed
hillsdale.edu,usa,right,mixed
ijr.com,usa,right,mixed
iwf.org,usa,right,mixed
influencewatch.org,usa,right,high
ifstudies.org,usa,right,mixed
intellectualtakeout.org,usa,right,mixed
isi.org,usa,right,mixed
investors.com,usa,right,mixed
israelhayom.com,israel,right,mixed
issuesinsights.com,usa,right,mixed
jewishpolicycenter.org,usa,right,mixed
jewishworldreview.com,usa,right,mixed
kabc.com,usa,right,mixed
kansaspolicy.org,usa,right,mixed
kaok.com,usa,right,mixed
newsradio1029.com,usa,right,mixed
kboi.com,usa,right,mixed
kcmotalkradio.com,usa,right,mixed
kelo.com,usa,right,mixed
kfgo.com,usa,right-center,mixed
860kkat.com,usa,right,mixed
newsradiokkob.com,usa,right,mixed
kkoh.com,usa,right,mixed
klif.com,usa,right,mixed
kmaj1440.com,usa,right,mixed
kmjnow.com,usa,right,mixed
krone.at,usa,right,mixed
ksfo.com,usa,right,mixed
kugn.com,usa,right,mixed
kvor.com,usa,right,mixed
laborpains.org,usa,right,mixed
latestly.com,india,right,mixed
lawliberty.org,usa,right,high
lawenforcementtoday.com,usa,right,mixed
legalinsurrection.com,usa,right,mixed
journaldemontreal.com,canada,right,mixed
libertarianinstitute.org,usa,right,mixed
libertynation.com,usa,right,mixed
loneconservative.com,usa,right,mixed
lozierinstitute.org,usa,right,mixed
manhattan-institute.org,usa,right,mixed
mrc.org,usa,right,mixed
mediarightnews.com,usa,right,mixed
mercatornet.com,australia,right,mixed
milliyet.com.tr,turkey,right,mixed
mindingthecampus.org,usa,right,mixed
mccl.org,usa,right,mixed
mises.org,usa,right,mixed
moderndiplomacy.eu,bulgaria,right,mixed
movieguide.org,usa,right,mixed
mrcfreespeechamerica.org,usa,right,mixed
mxmnews.com,usa,right,mixed
nas.org,usa,right,mixed
ncregister.com,usa,right,mixed
nationalcenter.org,usa,right,mixed
nationalconservatism.org,usa,right,mixed
nfrw.org,usa,right,mixed
nationalhealthfreedom.org,usa,right,mixed
nationalreview.com,usa,right,mixed
nrcc.org,usa,right,mixed
nrsc.org,usa,right,mixed
newbostonpost.com,usa,right,mixed
newsbusters.org,usa,right,mixed
newspageindex.com,usa,right,mixed
nysun.com,usa,right,high
ngo-monitor.org,israel,right,mixed
nichegamer.com,usa,right,mixed
nova24tv.si,slovenia,right,mixed
nraila.org,usa,right,mixed
numbersusa.com,usa,right,mixed
offgridsurvival.com,usa,right,mixed
offthepress.com,usa,right,mixed
ontarioproud.ca,canada,right,high
openthebooks.com,usa,right,mixed
openvaers.com,unknown,right,mixed
opindia.com,india,right,mixed
opslens.com,usa,right,mixed
organiser.org,india,right,mixed
outkick.com,usa,right-center,mixed
pantsonfirenews.com,usa,right,mixed
defendinged.org,usa,right,mixed
patriotnewsalerts.com,usa,right,mixed
patriotnewsdaily.com,usa,right,mixed
jewishexponent.com,usa,right,mixed
pluralist.com,usa,right,mixed
politicalite.com,united kingdom,right,mixed
politichicks.com,usa,right,low
powerlineblog.com,usa,right,mixed
project2025.org,usa,right,mixed
publicinterestlegal.org,usa,right,mixed
quadrant.org.au,australia,right,mixed
rd.com,usa,right,mixed
americasvoice.news,usa,right,mixed
realityslaststand.com,usa,right,mixed
reclaimthenet.org,unknown,right,mixed
redstate.com,usa,right,mixed
reformcalifornia.org,usa,right,mixed
regated.com,usa,right,mixed
rhinotimes.com,usa,right,mixed
ricochet.com,usa,right,mixed
ronpaullibertyreport.com,usa,right,mixed
rare.us,usa,right,mixed
sabah.com.tr,turkey,right,mixed
salisburyreview.com,usa,right,mixed
savejersey.com,usa,right,high
sentinelksmo.org,usa,right,mixed
shorenewsnetwork.com,usa,right,mixed
sbgi.net,usa (44/180 press freedom),right,mixed
skynews.com.au,australia,right,mixed
sonorannews.com,usa,right,mixed
sonsof1776.com,usa,right,mixed
spiked-online.com,united kingdom,right,mixed
standingforfreedom.com,usa,right,mixed
talk.tv,united kingdom,right,mixed
tampafp.com,usa,right,mixed
tatumreport.com,usa,right,mixed
tenthamendmentcenter.com,usa,right,mixed
tfppwire.com,usa,right,mixed
thatparkplace.com,usa,right,mixed
adelaidenow.com.au,australia,right,mixed
americafirstpolicy.com,usa,right,mixed
theamericancause.org,usa,right,mixed
americanmind.org,usa,right-center,mixed
thecollegefix.com,usa,right,mixed
conservativewoman.co.uk,united kingdom,right,mixed
dailytelegraph.com.au,australia,right,mixed
dailywire.com,usa,right,mixed
thefirsttv.com,usa,right,mixed
thegreggjarrett.com,usa,right,mixed
thehonestpatriot.net,usa,right,mixed
theimaginativeconservative.org,usa,right,mixed
theleoterrell.com,usa,right,mixed
econlib.org,usa,right,mixed
themedialine.org,usa,right,mixed
thenationalherald.com,usa,right,mixed
thenewamerican.com,usa,right,mixed
patriotpost.us,usa,right,mixed
thepostil.com,usa,right,mixed
thepostmillennial.com,canada,right,mixed
punchingbagpost.com,usa,right,mixed
thestar.com,malaysia,right,mixed
thesun.co.uk,united kingdom,right,mixed
thetexan.news,usa,right,high
thetruthaboutguns.com,usa,right,mixed
the-sun.com,usa,right,mixed
timcast.com,usa,right,mixed
timesnownews.com,india,right,mixed
tippinsights.com,usa,right,mixed
torontosun.com,canada,right,mixed
mydailyfreedom.com,usa,right,mixed
tnc.news,canada,right,mixed
trtworld.com,turkey,right,mixed
tvp.info,poland,right,mixed
twitchy.com,usa,right,mixed
unwatch.org,switzerland,right,mixed
valiantnews.com,united states,right,mixed
valuetainment.com,usa,right,mixed
980waav.com,usa,right,mixed
wabcradio.com,usa,right,mixed
freebeacon.com,usa,right,mixed
watchdogreport.org,usa,right,mixed
wbap.com,usa,right,mixed
wcoapensacola.com,usa,right,mixed
weaselzippers.us,usa,right,mixed
westernstandard.news,canada,right,mixed
wfnc640am.com,usa,right,mixed
wftw.com,usa,right,mixed
wgowam.com,usa,right,mixed
talk1270.com,usa,right,mixed
wibqam.com,usa,right,mixed
wikiislam.net,usa,right,mixed
winred.com,usa,right,mixed
wjcw.com,usa,right,mixed
newstalk989.com,usa,right,mixed
wkzo.com,usa,right,mixed
wlsam.com,usa,right,mixed
newsradio1440.com,usa,right,mixed
wmac-am.com,usa,right,mixed
wmal.com,usa,right,mixed
newstalk987.com,usa,right,mixed
wordonfire.org,usa,right,mixed
worldisraelnews.com,israel,right,mixed
wng.org,usa,right,mixed
1490wosh.com,usa,right,mixed
freedom959.net,usa,right,mixed
790wpic.com,usa,right,mixed
600wrqx.com,usa,right,mixed
wsau.com,usa,right,mixed
wtaq.com,usa,right,mixed
wtma.com,usa,right,mixed
freedom1400.com,usa,right,mixed
wvlkam.com,usa,right,mixed
wvnn.com,usa,right,mixed
997wtn.com,usa,right,mixed
980wxlm.com,usa,right,mixed
660wxqw.com,usa,right,mixed
yellowhammernews.com,usa,right,high
yaf.org,usa,right,mixed
freeworldnews.tv,usa,right,low
21stcenturywire.com,usa,right,mixed
79days.news,usa,right,low
911truth.org,usa,right,low
abovetopsecret.com,usa,right,low
acallforanuprising.com,usa,right,low
activistpost.com,unknown,left,low
adams.news,usa,right,low
addiction.news,usa,right,low
ageofautism.com,usa,right,low
altcensored.com,usa,right,low
amtvmedia.com,usa,right,low
alternativenews.com,usa,right,low
altleft.news,usa,right,low
aluminum.news,usa,right,low
americanfreepress.net,usa,right,low
aim4truth.org,usa,right,low
amg-news.com,romania,right,low
americanpolicy.org,usa,right,low
americasfrontlinedoctors.com,usa,right,low
andmagazine.com,usa,right,mixed
answersingenesis.org,usa,right,low
anti-empire.com,unknown,right,low
antioxidants.news,usa,right,low
australiannationalreview.com,australia,right,low
awakecanada.org,canada,right,low
awakening.news,usa,right,low
banned.news,usa,right,low
banned.video,usa,right,low
beholdisrael.org,israel,right,mixed
bestnewshere.com,macedonia,right,low
biased.news,usa,right,low
biggovernment.news,usa,right,low
biodefense.com,usa,right,low
biotechexpressmag.com,india,right,low
bioterrorism.news,usa,right,low
blckbx.tv,netherlands,right,low
bonsens.info,france,right,low
brandnewtube.com,united kingdom,right,low
breakthrough.news,usa,right,low
brighteon.com,usa,right,low
bugout.news,usa,right,low
californiacollapse.news,usa,right,low
campusinsanity.com,usa,right,low
canberradeclaration.org.au,australia,right,low
cancer.news,usa,right,low
catholic.org,usa,right,mixed
cdc.news,usa,right,low
censorship.news,usa,right,low
charismanews.com,usa,right,mixed
childrenshealthdefense.org,usa,right,low
chlorellafactor.com,usa,right,low
christiananswers.net,usa,right,low
carm.org,usa,right,low
cbn.com,usa,right,mixed
creation.com,australia,right,low
christianscience.com,usa,right,low
christiantruthcenter.com,kenya,right,low
legitgov.org,usa,right,mixed
climatedepot.com,usa,right,mixed
climate.news,usa,right,low
climatesciencenews.com,usa,right,low
cnnsofake.news,usa,right,low
collapse.news,usa,right,low
cfact.org,usa,right,low
compact-online.de,germany,right,low
consciouslifenews.com,usa,left,mixed
conspiracydailyupdate.com,australia,right,low
consumerwellness.org,usa,right,low
coreysdigs.com,usa,right,low
counterthink.com,usa,right,low
geopolitics.co,usa,left-center,mixed
covidcalltohumanity.org,philippines,right,low
crev.info,usa,right,low
creationwiki.org,usa,right,low
crossexamined.org,usa,right,low
culturewars.com,usa,right,low
billmuehlenberg.com,australia,right,low
cyberwar.news,usa,right,low
dailyclout.io,usa,right,low
dailysceptic.org,united kingdom,right,low
diedsuddenly.info,usa,right,low
discoveries.news,usa,right,low
discovery.org,usa,right,low
dissidentvoice.org,usa,left,mixed
doctoroz.com,usa,right,mixed
dollarvigilante.com,unknown,right,low
drugcartels.news,usa,right,low
ecology.news,usa,right,low
eluxemagazine.com,united kingdom,left,mixed
ewg.org,usa,left,mixed
escapeallthesethings.com,usa,right,low
eugenics.news,usa,right,low
europereloaded.com,usa,right,low
exopolitics.org,usa,right,low
extinction.news,usa,right,low
factcheck.news,usa,right,low
faithit.com,usa,right,mixed
fda.news,usa,right,low
food.news,usa,right,low
thefreethoughtproject.com,usa,left,low
freedomadvocates.org,usa,right,low
freedomainradio.com,canada,right,low
freedom.news,usa,right,low
freeworldnews.tv,usa,right,low
friendsofscience.org,canada,right,mixed
covid19criticalcare.com,usa,right,low
fully-human.org,unknown,right,low
gear.news,usa,right,low
gender.news,usa,right,low
geoengineering.news,usa,right,low
geopoliticaleconomy.com,usa,left,mixed
glitch.news,usa,right,low
gmwatch.org,united kingdom,left,mixed
godlikeproductions.com,unknown,right,low
gotquestions.org,usa,right,low
govtslaves.com,usa,right,low
greatawakening.win,unknown,right,low
greenpeace.org,netherlands,left,mixed
groundzeromedia.org,usa,right,low
healingfoodreference.com,usa,right,low
health-helpline.co.nz,new zealand,right,low
healthimpactnews.com,usa,right,low
health.news,usa,right,low
healthnutnews.com,usa,right,low
healthrangerinventions.com,usa,right,low
healthrangerreport.com,usa,right,low
savethemales.ca,canada,right,low
herbreference.com,usa,right,low
humansarefree.com,usa,right,low
infiniteunknown.net,unknown,right,low
informationclearinghouse.info,usa,left,mixed
infowars.com,usa,right,low
ingredients.news,usa,right,low
icr.org,usa,right,low
responsibletechnology.org,usa,left,mixed
icic.law,bulgaria,right,low
investmentwatchblog.com,usa,right,mixed
iowaclimate.org,usa,right,low
theirishsentinel.com,ireland,right,low
israel365news.com,israel,right,mixed
jesus-is-savior.com,usa,right,low
joebiden.news,usa,right,low
junkscience.com,usa,right,low
justonefocus.org,australia,right,low
kla.tv,switzerland,right,low
larouchepac.com,usa,right,low
leftcult.com,usa,right,low
lesmoutonsrebelles.com,france,right,low
liberty.news,usa,right,low
libertyplanets.com,usa,right,low
libtards.news,usa,right,low
littlethings.com,usa,left,mixed
liveaction.org,usa,right,mixed
livingwhole.org,canada,right,mixed
endlockdowns.org,usa,right,low
londonreal.tv,united kingdom,right,low
macroevolution.net,usa,right,low
madmaxworld.tv,usa,right,low
maloneinstitute.org,usa,right,low
mediafactwatch.com,usa,right,low
medicalcensorship.com,usa,right,low
medicalkidnap.com,usa,right,low
medicaltyranny.com,usa,right,low
medicine.news,usa,right,low
michaelsalla.com,usa,right,low
mindmatters.ai,usa,right,low
nationalfile.com,usa,right,low
nationalsecurity.news,usa,right,low
naturalmedicine.news,usa,right,low
naturalnews.com,usa,right,low
naturalnewsblogs.com,usa,right,low
naturalnewsradio.com,usa,right,low
naturalpedia.com,usa,right,low
naturalsociety.com,usa,left,mixed
nzdsos.com,new zealand,right,low
nomorefakenews.com,usa,right,low
notrickszone.com,germany,right,low
nowtheendbegins.com,usa,right,low
nutrientreference.com,usa,right,low
nworeport.me,usa,right,low
odysee.com,usa,right,low
offthegridnews.com,usa,right,mixed
pandemic.news,usa,right,low
patriots4truth.org,usa,right,low
paulcraigroberts.org,usa,right,low
peakprosperity.com,usa,right,low
peta.org,usa,left,mixed
philosophers-stone.info,united kingdom,right,low
planetaprisao.com.br,brazil,right,low
pollution.news,usa,right,low
prayingmedic.com,usa,right,low
pressfortruth.ca,canada,right,mixed
preventgenocide2030.org,usa,right,low
